age,ed,employ,address,income,debtinc,creddebt,othdebt,Inadimplente
26.000000,2.000000,5.000000,7.000000,28.000000,7.800000,1.024296,1.159704,0.000000
32.000000,2.000000,11.000000,6.000000,75.000000,23.300000,7.758900,9.716100,1.000000
28.000000,2.000000,2.000000,3.000000,23.000000,6.400000,0.186944,1.285056,1.000000
39.000000,1.000000,19.000000,8.000000,46.000000,9.100000,2.515786,1.670214,0.000000
28.000000,2.000000,8.000000,3.000000,31.000000,8.200000,1.492154,1.049846,1.000000
29.000000,1.000000,1.000000,2.000000,20.000000,18.600000,0.569160,3.150840,1.000000
34.000000,2.000000,3.000000,8.000000,21.000000,23.100000,1.401939,3.449061,0.000000
28.000000,2.000000,5.000000,9.000000,34.000000,23.800000,3.099236,4.992764,0.000000
47.000000,1.000000,26.000000,21.000000,100.000000,12.800000,4.582400,8.217600,0.000000
43.000000,4.000000,1.000000,5.000000,26.000000,10.600000,1.518556,1.237444,0.000000
41.000000,1.000000,13.000000,10.000000,44.000000,1.700000,0.071060,0.676940,0.000000
47.000000,1.000000,13.000000,25.000000,51.000000,23.800000,3.738504,8.399496,0.000000
24.000000,1.000000,2.000000,1.000000,21.000000,0.600000,0.025074,0.100926,0.000000
29.000000,1.000000,1.000000,9.000000,17.000000,6.700000,0.157182,0.981818,0.000000
33.000000,1.000000,14.000000,2.000000,37.000000,2.600000,0.199134,0.762866,0.000000
36.000000,1.000000,15.000000,10.000000,39.000000,3.200000,0.686400,0.561600,0.000000
26.000000,1.000000,4.000000,3.000000,27.000000,10.500000,2.472120,0.362880,1.000000
31.000000,1.000000,11.000000,12.000000,45.000000,17.000000,2.738700,4.911300,0.000000
37.000000,1.000000,7.000000,3.000000,32.000000,19.600000,2.696960,3.575040,0.000000
35.000000,4.000000,4.000000,16.000000,29.000000,11.000000,1.843820,1.346180,0.000000
26.000000,1.000000,4.000000,3.000000,20.000000,5.400000,0.318600,0.761400,0.000000
40.000000,1.000000,10.000000,15.000000,45.000000,18.800000,2.013480,6.446520,0.000000
29.000000,2.000000,5.000000,4.000000,36.000000,12.400000,3.490848,0.973152,1.000000
37.000000,3.000000,5.000000,17.000000,29.000000,24.600000,1.405398,5.728602,0.000000
32.000000,1.000000,12.000000,12.000000,28.000000,2.900000,0.116116,0.695884,0.000000
23.000000,2.000000,0.000000,1.000000,17.000000,27.700000,2.043706,2.665294,1.000000
32.000000,1.000000,3.000000,10.000000,23.000000,6.200000,0.052762,1.373238,0.000000
25.000000,1.000000,1.000000,6.000000,15.000000,11.400000,0.371070,1.338930,1.000000
38.000000,1.000000,5.000000,5.000000,54.000000,10.600000,1.499688,4.224312,0.000000
32.000000,2.000000,0.000000,6.000000,18.000000,5.800000,0.296496,0.747504,1.000000
41.000000,3.000000,2.000000,0.000000,15.000000,26.300000,1.960665,1.984335,1.000000
36.000000,1.000000,17.000000,6.000000,54.000000,4.400000,0.727056,1.648944,0.000000
42.000000,3.000000,13.000000,0.000000,82.000000,3.300000,1.315116,1.390884,0.000000
41.000000,1.000000,14.000000,8.000000,52.000000,7.300000,0.926224,2.869776,0.000000
29.000000,2.000000,4.000000,9.000000,19.000000,6.300000,0.681093,0.515907,0.000000
38.000000,3.000000,4.000000,6.000000,31.000000,9.300000,1.331946,1.551054,1.000000
39.000000,1.000000,22.000000,9.000000,113.000000,2.600000,0.987168,1.950832,0.000000
36.000000,1.000000,6.000000,9.000000,26.000000,8.300000,0.030212,2.127788,0.000000
33.000000,1.000000,8.000000,7.000000,27.000000,5.800000,0.776736,0.789264,0.000000
42.000000,2.000000,21.000000,11.000000,121.000000,3.100000,1.365364,2.385636,0.000000
41.000000,2.000000,22.000000,17.000000,75.000000,23.600000,9.876600,7.823400,0.000000
40.000000,1.000000,8.000000,17.000000,28.000000,3.600000,0.534240,0.473760,0.000000
53.000000,1.000000,9.000000,18.000000,50.000000,11.200000,2.016000,3.584000,1.000000
28.000000,1.000000,4.000000,7.000000,26.000000,13.500000,1.295190,2.214810,0.000000
36.000000,2.000000,12.000000,13.000000,60.000000,7.900000,1.720620,3.019380,0.000000
34.000000,2.000000,9.000000,13.000000,45.000000,10.100000,1.118070,3.426930,0.000000
45.000000,3.000000,2.000000,5.000000,39.000000,4.900000,0.458640,1.452360,0.000000
38.000000,1.000000,6.000000,0.000000,41.000000,8.900000,0.266377,3.382623,0.000000
21.000000,3.000000,0.000000,2.000000,24.000000,7.700000,0.833448,1.014552,0.000000
42.000000,1.000000,12.000000,11.000000,51.000000,21.400000,2.411994,8.502006,0.000000
52.000000,1.000000,16.000000,25.000000,64.000000,8.600000,1.865856,3.638144,0.000000
25.000000,2.000000,4.000000,6.000000,33.000000,5.200000,0.552552,1.163448,0.000000
34.000000,2.000000,9.000000,9.000000,65.000000,6.200000,2.107690,1.922310,0.000000
40.000000,2.000000,15.000000,16.000000,73.000000,3.400000,1.032512,1.449488,0.000000
31.000000,2.000000,0.000000,4.000000,27.000000,12.800000,1.088640,2.367360,1.000000
25.000000,1.000000,1.000000,0.000000,20.000000,6.700000,0.471680,0.868320,1.000000
45.000000,1.000000,12.000000,19.000000,37.000000,9.500000,1.342730,2.172270,0.000000
23.000000,1.000000,3.000000,0.000000,19.000000,8.400000,0.279300,1.316700,1.000000
34.000000,4.000000,6.000000,3.000000,27.000000,35.300000,1.982448,7.548552,1.000000
31.000000,1.000000,2.000000,4.000000,22.000000,12.700000,1.092454,1.701546,1.000000
28.000000,1.000000,5.000000,9.000000,22.000000,2.800000,0.140448,0.475552,0.000000
41.000000,1.000000,7.000000,11.000000,43.000000,4.400000,0.694364,1.197636,0.000000
39.000000,2.000000,7.000000,2.000000,68.000000,13.000000,1.016600,7.823400,1.000000
29.000000,2.000000,9.000000,3.000000,36.000000,1.400000,0.127008,0.376992,0.000000
21.000000,1.000000,5.000000,1.000000,25.000000,9.000000,0.366750,1.883250,0.000000
41.000000,2.000000,19.000000,2.000000,68.000000,5.800000,1.506608,2.437392,0.000000
26.000000,4.000000,1.000000,7.000000,27.000000,2.900000,0.311634,0.471366,0.000000
33.000000,1.000000,5.000000,10.000000,18.000000,12.900000,0.984528,1.337472,0.000000
45.000000,2.000000,18.000000,19.000000,35.000000,17.400000,0.548100,5.541900,0.000000
39.000000,1.000000,17.000000,20.000000,60.000000,13.700000,2.449560,5.770440,0.000000
24.000000,1.000000,7.000000,2.000000,21.000000,6.300000,0.519939,0.803061,0.000000
29.000000,2.000000,6.000000,7.000000,57.000000,2.200000,0.452694,0.801306,0.000000
27.000000,2.000000,1.000000,0.000000,23.000000,12.400000,0.285200,2.566800,0.000000
40.000000,1.000000,13.000000,2.000000,28.000000,5.900000,0.964768,0.687232,0.000000
29.000000,1.000000,8.000000,10.000000,24.000000,6.700000,0.469536,1.138464,0.000000
29.000000,2.000000,4.000000,3.000000,37.000000,6.600000,1.159950,1.282050,1.000000
24.000000,1.000000,0.000000,2.000000,16.000000,16.000000,1.008640,1.551360,1.000000
27.000000,1.000000,9.000000,6.000000,45.000000,17.800000,2.851560,5.158440,1.000000
41.000000,3.000000,16.000000,22.000000,135.000000,4.400000,1.277100,4.662900,0.000000
31.000000,1.000000,11.000000,8.000000,25.000000,9.100000,0.141050,2.133950,0.000000
41.000000,1.000000,16.000000,17.000000,68.000000,5.400000,0.447984,3.224016,0.000000
42.000000,2.000000,5.000000,3.000000,41.000000,3.400000,0.355470,1.038530,0.000000
28.000000,4.000000,1.000000,3.000000,26.000000,12.400000,0.377208,2.846792,0.000000
30.000000,4.000000,2.000000,8.000000,25.000000,10.000000,1.770000,0.730000,0.000000
30.000000,1.000000,11.000000,1.000000,33.000000,8.400000,0.681912,2.090088,0.000000
31.000000,1.000000,8.000000,4.000000,44.000000,8.000000,1.721280,1.798720,0.000000
45.000000,2.000000,15.000000,14.000000,51.000000,18.100000,1.550808,7.680192,0.000000
43.000000,1.000000,13.000000,23.000000,76.000000,6.100000,2.151104,2.484896,1.000000
36.000000,1.000000,4.000000,10.000000,23.000000,16.300000,1.327146,2.421854,0.000000
28.000000,1.000000,8.000000,6.000000,30.000000,7.200000,0.613440,1.546560,0.000000
27.000000,2.000000,3.000000,5.000000,33.000000,13.200000,1.633500,2.722500,0.000000
36.000000,3.000000,13.000000,3.000000,39.000000,19.200000,2.800512,4.687488,0.000000
33.000000,1.000000,12.000000,11.000000,32.000000,11.300000,2.104512,1.511488,0.000000
54.000000,1.000000,9.000000,2.000000,28.000000,14.800000,1.558144,2.585856,1.000000
33.000000,1.000000,9.000000,4.000000,29.000000,13.800000,1.348674,2.653326,1.000000
31.000000,1.000000,9.000000,5.000000,26.000000,4.500000,0.310050,0.859950,0.000000
21.000000,1.000000,4.000000,0.000000,26.000000,8.900000,1.420796,0.893204,0.000000
28.000000,3.000000,5.000000,9.000000,44.000000,8.700000,0.773256,3.054744,0.000000
31.000000,2.000000,2.000000,1.000000,26.000000,6.800000,0.282880,1.485120,1.000000
32.000000,1.000000,8.000000,6.000000,26.000000,4.100000,0.326196,0.739804,0.000000
35.000000,2.000000,1.000000,8.000000,24.000000,12.500000,0.591000,2.409000,1.000000
40.000000,2.000000,13.000000,11.000000,102.000000,18.900000,6.226794,13.051206,1.000000
22.000000,1.000000,4.000000,2.000000,24.000000,15.600000,1.636128,2.107872,1.000000
39.000000,1.000000,4.000000,9.000000,38.000000,6.500000,1.178190,1.291810,0.000000
41.000000,4.000000,14.000000,3.000000,44.000000,1.700000,0.353056,0.394944,0.000000
34.000000,1.000000,16.000000,9.000000,79.000000,4.000000,1.734840,1.425160,0.000000
29.000000,1.000000,7.000000,9.000000,22.000000,9.700000,0.550572,1.583428,0.000000
31.000000,1.000000,4.000000,10.000000,28.000000,11.300000,0.291088,2.872912,0.000000
32.000000,1.000000,1.000000,0.000000,20.000000,4.800000,0.314880,0.645120,1.000000
32.000000,1.000000,14.000000,7.000000,73.000000,8.800000,3.751616,2.672384,0.000000
33.000000,1.000000,6.000000,14.000000,21.000000,7.500000,0.567000,1.008000,0.000000
26.000000,1.000000,6.000000,0.000000,22.000000,10.300000,0.720588,1.545412,0.000000
21.000000,1.000000,1.000000,1.000000,18.000000,17.300000,0.158814,2.955186,0.000000
28.000000,2.000000,7.000000,2.000000,34.000000,7.000000,0.359380,2.020620,0.000000
37.000000,1.000000,13.000000,5.000000,24.000000,8.900000,0.602352,1.533648,0.000000
33.000000,2.000000,2.000000,14.000000,35.000000,22.900000,2.123975,5.891025,1.000000
39.000000,1.000000,12.000000,10.000000,46.000000,5.000000,0.561200,1.738800,0.000000
40.000000,2.000000,8.000000,19.000000,57.000000,5.600000,0.877800,2.314200,0.000000
45.000000,3.000000,16.000000,21.000000,80.000000,3.000000,0.912000,1.488000,0.000000
27.000000,1.000000,10.000000,6.000000,34.000000,6.500000,0.850850,1.359150,0.000000
28.000000,4.000000,0.000000,7.000000,29.000000,24.200000,1.424654,5.593346,0.000000
39.000000,1.000000,13.000000,9.000000,27.000000,8.000000,0.965520,1.194480,0.000000
40.000000,1.000000,14.000000,21.000000,43.000000,15.000000,2.792850,3.657150,1.000000
27.000000,1.000000,11.000000,8.000000,56.000000,16.900000,4.637360,4.826640,0.000000
36.000000,1.000000,1.000000,4.000000,16.000000,9.300000,0.433008,1.054992,0.000000
55.000000,1.000000,19.000000,2.000000,78.000000,15.600000,4.404816,7.763184,0.000000
27.000000,2.000000,4.000000,3.000000,22.000000,13.200000,1.086096,1.817904,1.000000
30.000000,1.000000,1.000000,8.000000,17.000000,11.000000,0.746130,1.123870,0.000000
36.000000,1.000000,10.000000,0.000000,28.000000,11.200000,0.815360,2.320640,1.000000
31.000000,1.000000,1.000000,6.000000,21.000000,2.500000,0.277200,0.247800,1.000000
33.000000,2.000000,13.000000,2.000000,40.000000,7.200000,0.181440,2.698560,0.000000
30.000000,1.000000,4.000000,0.000000,33.000000,4.200000,0.500346,0.885654,0.000000
24.000000,1.000000,1.000000,0.000000,18.000000,5.900000,0.238950,0.823050,1.000000
33.000000,4.000000,9.000000,10.000000,28.000000,4.300000,0.376852,0.827148,0.000000
50.000000,1.000000,8.000000,27.000000,47.000000,6.900000,0.398889,2.844111,0.000000
31.000000,2.000000,6.000000,6.000000,32.000000,23.100000,3.341184,4.050816,1.000000
28.000000,1.000000,3.000000,7.000000,19.000000,4.100000,0.260965,0.518035,0.000000
44.000000,3.000000,8.000000,10.000000,88.000000,6.100000,0.284504,5.083496,1.000000
48.000000,4.000000,3.000000,23.000000,45.000000,9.800000,0.974610,3.435390,0.000000
36.000000,2.000000,0.000000,17.000000,30.000000,9.700000,0.328830,2.581170,0.000000
29.000000,3.000000,7.000000,1.000000,63.000000,5.500000,0.571725,2.893275,0.000000
40.000000,3.000000,17.000000,11.000000,116.000000,6.000000,2.561280,4.398720,0.000000
33.000000,1.000000,7.000000,6.000000,26.000000,6.000000,0.542880,1.017120,0.000000
26.000000,2.000000,6.000000,6.000000,30.000000,1.000000,0.143700,0.156300,0.000000
36.000000,1.000000,14.000000,11.000000,81.000000,7.200000,1.784592,4.047408,0.000000
26.000000,2.000000,6.000000,0.000000,35.000000,1.900000,0.085785,0.579215,0.000000
40.000000,3.000000,16.000000,6.000000,116.000000,12.100000,1.614140,12.421860,0.000000
44.000000,1.000000,5.000000,3.000000,48.000000,9.000000,1.969920,2.350080,1.000000
29.000000,3.000000,1.000000,10.000000,30.000000,4.500000,0.279450,1.070550,0.000000
35.000000,3.000000,5.000000,3.000000,37.000000,5.400000,0.581418,1.416582,1.000000
34.000000,1.000000,16.000000,3.000000,75.000000,10.400000,3.954600,3.845400,0.000000
34.000000,3.000000,12.000000,8.000000,47.000000,6.700000,1.300537,1.848463,0.000000
46.000000,1.000000,14.000000,25.000000,35.000000,10.200000,1.349460,2.220540,0.000000
41.000000,2.000000,21.000000,22.000000,145.000000,12.200000,3.237270,14.452730,0.000000
27.000000,2.000000,7.000000,8.000000,30.000000,4.000000,0.447600,0.752400,1.000000
27.000000,4.000000,0.000000,6.000000,70.000000,8.000000,1.618400,3.981600,1.000000
28.000000,1.000000,11.000000,6.000000,24.000000,2.400000,0.107136,0.468864,0.000000
48.000000,3.000000,0.000000,27.000000,19.000000,10.800000,0.849528,1.202472,0.000000
48.000000,3.000000,17.000000,26.000000,113.000000,12.000000,3.376440,10.183560,0.000000
29.000000,3.000000,5.000000,6.000000,70.000000,19.900000,3.176040,10.753960,1.000000
43.000000,2.000000,9.000000,5.000000,60.000000,20.400000,4.039200,8.200800,1.000000
23.000000,1.000000,5.000000,2.000000,17.000000,7.900000,0.302175,1.040825,0.000000
29.000000,2.000000,10.000000,8.000000,44.000000,18.100000,3.703260,4.260740,0.000000
40.000000,4.000000,5.000000,6.000000,75.000000,1.900000,0.884925,0.540075,0.000000
22.000000,2.000000,0.000000,3.000000,20.000000,5.600000,0.207200,0.912800,0.000000
23.000000,1.000000,7.000000,3.000000,22.000000,14.400000,0.849024,2.318976,0.000000
46.000000,3.000000,9.000000,10.000000,60.000000,15.300000,1.606500,7.573500,0.000000
55.000000,1.000000,3.000000,11.000000,40.000000,8.000000,0.563200,2.636800,1.000000
38.000000,2.000000,8.000000,16.000000,38.000000,0.600000,0.029412,0.198588,0.000000
35.000000,2.000000,5.000000,1.000000,33.000000,2.800000,0.103488,0.820512,0.000000
30.000000,1.000000,11.000000,9.000000,27.000000,0.900000,0.073872,0.169128,0.000000
24.000000,1.000000,7.000000,0.000000,18.000000,6.500000,0.526500,0.643500,0.000000
26.000000,2.000000,4.000000,3.000000,28.000000,9.500000,0.226100,2.433900,0.000000
32.000000,2.000000,2.000000,11.000000,15.000000,9.100000,0.118755,1.246245,1.000000
37.000000,2.000000,11.000000,4.000000,75.000000,3.500000,0.632625,1.992375,0.000000
39.000000,1.000000,6.000000,19.000000,42.000000,19.900000,2.540832,5.817168,1.000000
30.000000,2.000000,4.000000,4.000000,21.000000,18.300000,0.491904,3.351096,0.000000
30.000000,1.000000,10.000000,11.000000,39.000000,9.500000,2.056275,1.648725,0.000000
32.000000,2.000000,7.000000,10.000000,32.000000,4.300000,0.433440,0.942560,0.000000
54.000000,3.000000,21.000000,20.000000,118.000000,14.400000,9.600480,7.391520,0.000000
27.000000,3.000000,3.000000,4.000000,35.000000,13.300000,1.601320,3.053680,0.000000
31.000000,1.000000,12.000000,4.000000,31.000000,23.700000,2.057160,5.289840,0.000000
39.000000,1.000000,15.000000,16.000000,39.000000,1.800000,0.139698,0.562302,0.000000
31.000000,1.000000,5.000000,3.000000,25.000000,14.100000,1.177350,2.347650,0.000000
35.000000,1.000000,15.000000,11.000000,40.000000,18.500000,1.213600,6.186400,0.000000
35.000000,2.000000,10.000000,16.000000,98.000000,13.300000,4.874716,8.159284,0.000000
46.000000,2.000000,22.000000,17.000000,144.000000,11.100000,3.324672,12.659328,0.000000
33.000000,1.000000,13.000000,3.000000,52.000000,21.300000,2.713620,8.362380,1.000000
35.000000,2.000000,13.000000,3.000000,105.000000,1.900000,1.418445,0.576555,0.000000
35.000000,2.000000,1.000000,1.000000,21.000000,7.900000,0.369957,1.289043,0.000000
38.000000,1.000000,5.000000,13.000000,21.000000,9.000000,0.449820,1.440180,0.000000
41.000000,1.000000,19.000000,1.000000,96.000000,7.800000,2.253888,5.234112,0.000000
38.000000,1.000000,18.000000,19.000000,44.000000,4.500000,0.605880,1.374120,0.000000
34.000000,3.000000,2.000000,14.000000,39.000000,13.200000,1.142856,4.005144,0.000000
51.000000,3.000000,16.000000,25.000000,82.000000,4.400000,2.604976,1.003024,0.000000
34.000000,2.000000,10.000000,2.000000,33.000000,9.500000,0.573705,2.561295,0.000000
47.000000,1.000000,15.000000,1.000000,30.000000,24.500000,2.212350,5.137650,0.000000
34.000000,2.000000,8.000000,6.000000,78.000000,5.400000,2.156544,2.055456,0.000000
27.000000,2.000000,8.000000,7.000000,18.000000,11.900000,0.400554,1.741446,0.000000
52.000000,1.000000,9.000000,11.000000,24.000000,19.200000,0.801792,3.806208,1.000000
39.000000,1.000000,9.000000,6.000000,35.000000,5.000000,0.232750,1.517250,0.000000
33.000000,1.000000,7.000000,0.000000,22.000000,6.400000,0.630784,0.777216,0.000000
34.000000,1.000000,0.000000,1.000000,21.000000,7.200000,0.187488,1.324512,0.000000
31.000000,3.000000,9.000000,7.000000,59.000000,14.600000,3.109654,5.504346,1.000000
28.000000,1.000000,2.000000,9.000000,16.000000,15.200000,0.870656,1.561344,0.000000
39.000000,1.000000,19.000000,16.000000,45.000000,3.700000,0.915750,0.749250,0.000000
51.000000,2.000000,22.000000,23.000000,120.000000,7.600000,4.140480,4.979520,0.000000
22.000000,1.000000,4.000000,1.000000,16.000000,1.200000,0.084480,0.107520,0.000000
27.000000,3.000000,6.000000,4.000000,26.000000,10.400000,0.930176,1.773824,0.000000
32.000000,1.000000,16.000000,10.000000,38.000000,21.000000,0.694260,7.285740,0.000000
28.000000,2.000000,6.000000,7.000000,38.000000,7.200000,0.774288,1.961712,0.000000
27.000000,2.000000,1.000000,0.000000,20.000000,10.300000,0.376980,1.683020,1.000000
26.000000,2.000000,2.000000,6.000000,24.000000,13.600000,1.576512,1.687488,1.000000
32.000000,1.000000,14.000000,0.000000,36.000000,2.400000,0.273024,0.590976,0.000000
30.000000,1.000000,0.000000,11.000000,17.000000,3.700000,0.446590,0.182410,1.000000
39.000000,1.000000,13.000000,1.000000,38.000000,8.900000,1.897302,1.484698,0.000000
31.000000,1.000000,11.000000,6.000000,28.000000,4.800000,0.345408,0.998592,1.000000
34.000000,1.000000,15.000000,2.000000,39.000000,24.700000,4.373382,5.259618,1.000000
31.000000,1.000000,8.000000,3.000000,41.000000,12.600000,0.134316,5.031684,0.000000
29.000000,2.000000,1.000000,7.000000,25.000000,10.400000,0.569400,2.030600,0.000000
29.000000,1.000000,9.000000,0.000000,25.000000,13.900000,1.070300,2.404700,0.000000
35.000000,2.000000,9.000000,16.000000,30.000000,7.600000,0.649800,1.630200,0.000000
29.000000,1.000000,11.000000,7.000000,32.000000,6.000000,0.927360,0.992640,0.000000
38.000000,2.000000,2.000000,16.000000,22.000000,22.700000,1.208548,3.785452,1.000000
35.000000,1.000000,16.000000,15.000000,36.000000,3.400000,0.178704,1.045296,0.000000
29.000000,1.000000,11.000000,5.000000,36.000000,6.100000,0.709308,1.486692,0.000000
23.000000,2.000000,3.000000,4.000000,34.000000,4.400000,0.261800,1.234200,0.000000
33.000000,4.000000,9.000000,8.000000,32.000000,5.500000,0.496320,1.263680,0.000000
51.000000,2.000000,19.000000,25.000000,159.000000,2.800000,1.068480,3.383520,0.000000
24.000000,1.000000,4.000000,2.000000,21.000000,2.600000,0.099372,0.446628,0.000000
31.000000,1.000000,10.000000,12.000000,49.000000,9.800000,3.236548,1.565452,1.000000
45.000000,1.000000,10.000000,14.000000,52.000000,5.400000,0.932256,1.875744,0.000000
29.000000,1.000000,3.000000,1.000000,17.000000,9.000000,0.469710,1.060290,0.000000
34.000000,1.000000,0.000000,10.000000,20.000000,17.100000,2.048580,1.371420,0.000000
25.000000,2.000000,4.000000,5.000000,27.000000,5.000000,0.549450,0.800550,1.000000
37.000000,1.000000,20.000000,2.000000,56.000000,1.900000,0.542640,0.521360,0.000000
47.000000,1.000000,29.000000,18.000000,129.000000,25.300000,20.561310,12.075690,1.000000
43.000000,2.000000,6.000000,24.000000,54.000000,9.600000,0.622080,4.561920,0.000000
47.000000,1.000000,22.000000,19.000000,81.000000,5.500000,1.505790,2.949210,0.000000
24.000000,1.000000,6.000000,2.000000,21.000000,5.200000,0.108108,0.983892,0.000000
27.000000,3.000000,5.000000,1.000000,75.000000,6.300000,2.206575,2.518425,0.000000
25.000000,1.000000,9.000000,4.000000,18.000000,1.200000,0.065880,0.150120,0.000000
36.000000,3.000000,11.000000,12.000000,44.000000,14.700000,0.446292,6.021708,0.000000
39.000000,1.000000,16.000000,20.000000,57.000000,19.400000,1.559178,9.498822,0.000000
26.000000,1.000000,10.000000,1.000000,25.000000,7.100000,1.306400,0.468600,0.000000
